street;street_type;lat;lon;named_after_person;annotation
33-я улица;жилая улица;55.2170729;82.810428;False;33-я улица — обычный городской топоним.
улица В. Чкалова;жилая улица;54.7123773;83.0625648;False;улица В. Чкалова — обычный городской топоним.
улица Г. Титова;жилая улица;54.7155114;83.056248;False;улица Г. Титова — обычный городской топоним.
Местный проезд в V микрорайоне;жилая улица;54.9400061;83.202982;False;Местный проезд в V микрорайоне — обычный городской топоним.
Преображенская улица;ул. районного значения;54.9412788;83.2035451;False;Преображенская улица — обычный городской топоним.
Полузаросшая дорога;тропинка;54.9353948;83.1986416;False;Полузаросшая дорога — обычный городской топоним.
Шампанская улица;жилая улица;55.2028543;82.8088455;False;Шампанская улица — обычный городской топоним.
2-я Береговая улица;проезд;55.2031041;82.8160341;False;2-я Береговая улица — обычный городской топоним.
Коньячная улица;проезд;55.2014804;82.8105694;False;Коньячная улица — обычный городской топоним.
улица 11;проезд;54.7202884;83.0865727;False;улица 11 — обычный городской топоним.
Лыжня 1,6км;тропинка;54.9473166;83.1907754;False;Лыжня 1,6км — обычный городской топоним.
Лыжня 5.5 км (собачий круг, Ноздриха-спорт-парк);тропинка;54.9300597;83.2472518;False;Лыжня 5.5 км (собачий круг, Ноздриха-спорт-парк) — обычный городской топоним.
Доп лыжня;пешеходная дорожка;54.9488713;83.1874197;False;Доп лыжня — обычный городской топоним.
35-я улица;жилая улица;55.2177715;82.8093662;False;35-я улица — обычный городской топоним.
Рябиновый переулок;жилая улица;55.1584909;83.2245497;False;Рябиновый переулок — обычный городской топоним.
2-ой Лесной переулок;жилая улица;55.1664979;83.2198153;False;2-ой Лесной переулок — обычный городской топоним.
Племзаводскакя улица;жилая улица;54.9630811;83.1942748;False;Племзаводскакя улица — обычный городской топоним.
Старая огородная дорога;тропинка;54.9412923;83.1953649;False;Старая огородная дорога — обычный городской топоним.
Орлиная улица;жилая улица;54.9282853;83.1995012;False;Орлиная улица — обычный городской топоним.
3-й проезд Бисмарка;жилая улица;54.9327159;82.6120538;False;3-й проезд Бисмарка — обычный городской топоним.
Тропинка к Забобурихе;тропинка;54.9465335;83.199225;False;Тропинка к Забобурихе — обычный городской топоним.
Бывшая дорога;тропинка;54.9414168;83.1986713;False;Бывшая дорога — обычный городской топоним.
Грибная улийа;жилая улица;54.9650366;83.2687902;False;Грибная улийа — обычный городской топоним.
Лыжня 6.7км (Ноздриха спорт-парк);пешеходная дорожка;54.9280787;83.2376426;False;Лыжня 6.7км (Ноздриха спорт-парк) — обычный городской топоним.
Цветная Улица;проезд;55.2496572;82.8747963;False;Цветная Улица — обычный городской топоним.
Кедровый Берег Улица;улица;55.2749867;82.8830865;False;Кедровый Берег Улица — обычный городской топоним.
Пляжный Переулок;улица;55.2787172;82.8888626;False;Пляжный Переулок — обычный городской топоним.
Ярославская Улица;проезд;55.2476999;82.8847902;False;Ярославская Улица — обычный городской топоним.
1-я Обская;проезд;55.2490993;82.8758019;False;1-я Обская — обычный городской топоним.
Дачный Тракт;улица;55.2406404;82.8726485;False;Дачный Тракт — обычный городской топоним.
Лыжня 6.2км (Ноздриха спорт-парк);пешеходная дорожка;54.9284024;83.2315894;False;Лыжня 6.2км (Ноздриха спорт-парк) — обычный городской топоним.
улица 3307 км;грунтовая дорога;54.9981353;82.5435699;False;улица 3307 км — обычный городской топоним.
Подъед №2 к объекту проектирования 'Центр коллективного пользования 'Сибирский кольцевой источник фотонов' (ЦКП 'СКИФ');ул. общегородского значения;54.9557419;83.2297356;False;Подъед №2 к объекту проектирования 'Центр коллективного пользования 'Сибирский кольцевой источник фотонов' (ЦКП 'СКИФ') — обычный городской топоним.
Проезд №3 к ЦКП 'СКИФ';ул. общегородского значения;54.9519611;83.2305674;False;Проезд №3 к ЦКП 'СКИФ' — обычный городской топоним.
Ленинское — ОбьГЭС;ул. общегородского значения;54.8377603;82.9210427;False;Ленинское — ОбьГЭС — обычный городской топоним.
Верх-Тула — Ленинское;ул. общегородского значения;54.8259478;82.8435434;False;Верх-Тула — Ленинское — обычный городской топоним.
Новосибирск — Садовый;главная улица;55.1274353;82.9390768;False;Новосибирск — Садовый — обычный городской топоним.
Сосновка — Степной;ул. районного значения;55.2350854;83.0206238;False;Сосновка — Степной — обычный городской топоним.
улица 23;проезд;54.7141404;83.0915942;False;улица 23 — обычный городской топоним.
Новосибирск — Колывань — Томск;главная улица;55.3018065;82.7142817;False;Новосибирск — Колывань — Томск — обычный городской топоним.
улица Сватухина;ул. районного значения;55.0157119;82.4695609;False;улица Сватухина — обычный городской топоним.
Революционный проспект;жилая улица;55.3059052;82.7451512;False;Революционный проспект — обычный городской топоним.
улица Сергиенко;жилая улица;55.3094307;82.7299382;False;улица Сергиенко — обычный городской топоним.
улица Соловьёва;жилая улица;55.3021087;82.7362065;False;улица Соловьёва — обычный городской топоним.
улица Овчинникова;жилая улица;55.3066026;82.7552584;False;улица Овчинникова — обычный городской топоним.
Колывань — Южино;ул. районного значения;55.4020935;82.6230378;False;Колывань — Южино — обычный городской топоним.
<== Жеребцово-Мотково ==>;грунтовая дорога;55.1406727;83.458484;False;<== Жеребцово-Мотково ==> — обычный городской топоним.
<=== Гусинка - (скорость 10 - 40 км/ч) с. Ярское ===>;грунтовая дорога;55.0755092;83.3728357;False;<=== Гусинка - (скорость 10 - 40 км/ч) с. Ярское ===> — обычный городской топоним.
улица Зибарева;жилая улица;55.0053671;82.4692393;False;улица Зибарева — обычный городской топоним.
Политотдельская улица;улица;55.0114159;82.4586767;False;Политотдельская улица — обычный городской топоним.
нет движения;улица;55.3105362;83.175617;False;нет движения — обычный городской топоним.
улица Коротеева;жилая улица;54.6376834;83.3075861;False;улица Коротеева — обычный городской топоним.
улица Чайкиной;ул. районного значения;54.6467447;83.3069322;False;улица Чайкиной — обычный городской топоним.
Цементная улица;улица;54.650364;83.2886043;False;Цементная улица — обычный городской топоним.
Семипалатинская улица;улица;54.6461728;83.310059;False;Семипалатинская улица — обычный городской топоним.
Канатная улица;ул. районного значения;54.6397937;83.3211155;False;Канатная улица — обычный городской топоним.
Рабочий переулок;жилая улица;54.6480263;83.315173;False;Рабочий переулок — обычный городской топоним.
улица Космодемьянской;жилая улица;54.6556398;83.2939835;False;улица Космодемьянской — обычный городской топоним.
Киевский переулок;жилая улица;54.6623917;83.2692211;False;Киевский переулок — обычный городской топоним.
улица Кошевого;жилая улица;54.6559229;83.2918591;False;улица Кошевого — обычный городской топоним.
Заводской переулок;жилая улица;54.6591295;83.2879585;False;Заводской переулок — обычный городской топоним.
Колхозный переулок;жилая улица;55.2146283;83.3242305;False;Колхозный переулок — обычный городской топоним.
Базарный переулок;жилая улица;55.2100327;83.3087267;False;Базарный переулок — обычный городской топоним.
улица Пионерская;жилая улица;54.6358142;82.8302693;False;улица Пионерская — обычный городской топоним.
Канатный переулок;жилая улица;54.6450907;83.3247626;False;Канатный переулок — обычный городской топоним.
улица Лесосплава;жилая улица;54.635526;83.3116139;False;улица Лесосплава — обычный городской топоним.
Крутая улица;жилая улица;54.6464578;83.3289415;False;Крутая улица — обычный городской топоним.
